dyadid,time,ver_coop,ver_conflict,mat_coop,mat_conflict
220002,13118,1,2,0,0
220002,13119,1,0,0,0
220002,13120,0,1,0,0
220002,13125,0,0,0,0
220002,13127,0,0,0,0
220002,13128,0,1,0,0
220002,13129,0,0,0,0
220002,13130,0,0,0,0
220002,13131,0,0,0,0
220002,13133,0,0,0,0
220002,13134,0,0,0,0
220002,13135,0,0,0,1
220002,13147,0,0,0,0
220020,12806,0,0,0,0
220020,12809,0,1,0,0
220020,12810,0,0,0,0
220020,12813,0,0,0,0
220020,12819,1,0,0,0
220020,12905,0,0,0,0
220020,12911,0,0,0,0
220020,12912,0,0,0,0
220020,12913,0,0,0,2
220020,12920,0,0,0,1
220020,12928,0,0,0,0
220020,12930,0,0,0,1
220020,12931,0,0,0,0
220020,12935,0,0,0,1
220020,12937,0,1,0,0
220020,12940,0,0,0,1
220020,12941,0,0,0,1
220020,12942,0,0,0,0
220020,12943,1,0,0,0
220020,12946,0,0,0,0
220020,12947,0,0,0,0
220020,12948,2,0,0,0
220020,12949,1,0,0,0
220020,12950,0,0,0,0
220020,12951,0,0,0,0
220020,12952,0,0,0,0
220020,12956,0,1,0,1
220020,12962,0,1,0,0
220020,12963,0,1,0,0
220020,12970,0,1,0,1
220020,12981,0,0,0,0
220020,12983,0,0,0,1
220020,12993,0,0,0,0
220020,13007,0,0,0,1
220020,13010,0,0,0,0
220020,13021,0,0,0,0
220020,13033,0,0,0,0
220020,13035,0,0,0,1
220020,13037,0,0,0,1
220020,13041,0,0,1,0
220020,13045,0,0,0,0
220020,13054,0,0,0,1
220020,13063,0,0,0,0
220020,13080,2,0,0,0
220020,13085,0,0,0,0
220020,13087,0,1,0,0
220020,13088,0,1,0,0
220020,13090,1,0,0,0
220020,13093,0,0,1,0
220020,13096,0,1,0,0
220020,13097,0,1,0,0
220020,13100,0,1,0,0
220020,13110,0,0,0,0
220020,13113,0,0,0,0
220020,13121,0,1,0,0
220020,13137,0,0,0,1
220040,12855,1,0,0,0
220040,12856,0,0,0,0
220040,12857,0,0,0,0
220040,12858,0,0,0,0
220040,12859,0,0,0,0
220040,12926,0,0,0,0
220040,12932,1,0,0,0
220040,13053,0,0,0,0
220040,13058,0,0,0,0
220040,13101,0,0,0,0
220041,13125,0,0,0,2
220070,13032,0,1,0,0
220070,13059,0,1,0,0
220090,12952,1,0,0,0
220092,13097,0,0,0,0
220094,13009,1,0,0,0
220094,13027,1,0,0,0
220095,13120,0,0,0,1
220100,12945,0,0,0,0
220100,13034,1,0,1,0
220100,13065,0,0,1,0
220100,13079,0,0,0,0
220100,13087,0,0,0,0
220100,13118,0,0,0,1
220101,12793,1,0,0,0
220101,13003,0,1,0,0
220130,13032,1,0,0,0
220130,13033,1,0,0,0
220135,12948,1,0,0,0
220135,12955,0,0,0,0
220135,12960,1,0,0,0
220135,12978,0,0,0,1
220135,13031,0,1,0,0
220135,13061,0,1,0,0
220135,13116,0,0,0,0
220135,13133,1,0,0,0
220140,12865,0,0,0,0
220140,12989,1,0,0,0
220140,13034,0,1,0,0
220140,13118,0,0,0,0
220145,13068,0,0,0,0
220155,12978,1,1,0,1
220155,13031,1,5,0,0
220155,13032,0,10,0,0
220155,13033,0,1,0,2
220155,13034,0,1,0,0
220155,13048,0,2,0,0
220155,13051,1,0,0,0
220155,13058,0,0,0,0
220155,13060,0,1,0,0
220155,13076,0,1,0,0
220155,13080,0,1,0,0
220155,13085,0,1,0,0
220155,13088,1,0,0,0
220160,12928,0,0,0,0
220160,12976,0,1,0,1
220160,12977,0,1,0,1
220160,13012,0,0,0,3
220160,13014,0,0,0,1
220160,13037,0,0,1,1
220160,13072,0,0,0,1
220160,13121,0,0,0,0
220160,13122,0,0,0,0
220165,12808,0,0,0,1
220165,13004,0,0,0,1
220200,12789,0,1,0,0
220200,12791,0,1,0,0
220200,12793,0,0,0,0
220200,12796,1,0,0,0
220200,12808,0,0,0,0
220200,12815,0,0,0,0
220200,12817,0,0,0,0
220200,12831,0,2,0,0
220200,12848,0,0,0,0
220200,12869,0,1,0,0
220200,12877,0,0,0,0
220200,12891,0,0,0,0
220200,12893,0,2,0,0
220200,12897,0,0,0,0
220200,12907,0,0,0,0
220200,12908,0,0,0,0
220200,12912,0,0,0,0
220200,12913,0,0,0,0
220200,12914,1,0,0,0
220200,12915,0,0,0,0
220200,12923,0,0,0,0
220200,12927,0,0,0,0
220200,12930,0,0,0,0
220200,12931,0,0,0,0
220200,12932,1,0,0,0
220200,12933,0,0,0,0
220200,12934,0,0,0,0
220200,12935,2,0,0,0
220200,12937,1,0,0,0
220200,12941,0,0,0,0
220200,12942,1,0,0,0
220200,12944,1,0,0,0
220200,12946,2,0,0,0
220200,12947,1,0,0,0
220200,12948,2,0,0,0
220200,12949,0,0,0,0
220200,12950,0,0,0,0
220200,12951,0,1,0,0
220200,12955,0,1,0,0
220200,12957,1,0,0,0
220200,12958,1,0,0,0
220200,12960,2,0,0,0
220200,12961,0,4,0,0
220200,12962,0,0,0,0
220200,12972,0,0,0,0
220200,12976,0,2,0,0
220200,12978,4,4,0,0
220200,12979,6,1,0,0
220200,12980,4,1,0,0
220200,12981,1,0,0,0
220200,12982,2,1,0,0
220200,12983,6,4,0,0
220200,12984,0,0,0,0
220200,12985,1,0,0,0
220200,12986,0,1,0,0
220200,12987,1,0,0,0
220200,12988,0,0,0,0
220200,12989,0,0,0,0
220200,12990,1,0,0,0
220200,12992,0,0,0,0
220200,12993,0,0,0,0
220200,12996,2,0,0,0
220200,12997,0,2,0,0
220200,13003,0,0,0,0
220200,13004,0,0,0,0
220200,13005,0,0,0,0
220200,13006,0,0,0,0
220200,13007,0,0,0,0
220200,13011,0,0,0,0
220200,13020,0,0,0,0
220200,13024,0,0,0,0
220200,13026,1,0,0,0
220200,13030,0,0,0,0
220200,13033,0,0,0,0
220200,13034,0,0,0,0
220200,13035,0,0,0,1
220200,13040,1,0,0,0
220200,13041,0,0,0,0
220200,13046,2,1,0,0
220200,13047,0,0,0,0
220200,13053,0,0,0,0
220200,13055,0,1,0,0
220200,13059,0,1,0,0
220200,13060,2,0,0,0
220200,13061,2,0,0,0
220200,13063,0,1,0,0
220200,13065,0,1,0,0
220200,13066,0,1,0,0
220200,13067,0,1,0,0
220200,13070,0,1,0,0
220200,13072,1,0,0,0
220200,13074,3,0,0,0
220200,13076,1,0,0,0
220200,13079,1,0,0,0
220200,13080,0,0,0,1
220200,13083,2,0,0,0
220200,13084,0,0,0,1
220200,13086,3,0,0,0
220200,13087,0,0,0,0
220200,13088,0,0,0,0
220200,13090,0,0,0,0
220200,13092,2,0,0,0
220200,13094,0,0,0,0
220200,13095,1,0,0,0
220200,13096,0,0,2,0
220200,13101,0,0,0,0
220200,13102,1,0,0,0
220200,13104,0,0,0,0
220200,13107,1,0,0,0
220200,13108,0,0,0,0
220200,13109,1,0,0,0
220200,13116,0,0,0,0
220200,13122,2,0,0,0
220200,13130,0,0,0,0
220200,13137,1,0,0,0
220200,13146,0,1,0,0
220200,13147,1,0,0,0
220200,13148,1,0,0,0
220205,12803,1,0,0,0
220205,12883,0,0,0,0
220205,12921,1,0,0,0
220205,12930,0,0,1,0
220205,12974,1,1,0,0
220205,12976,1,0,0,0
220205,12981,0,1,0,0
220205,13027,0,1,0,0
220205,13032,1,0,0,0
220205,13059,1,0,0,0
220205,13116,0,0,0,0
220210,12866,0,0,0,0
220210,12867,0,1,0,0
220210,12869,0,1,0,0
220210,12933,0,0,0,1
220210,12964,0,1,0,0
220210,12976,0,0,0,0
220210,12977,0,1,0,0
220210,12978,0,1,0,0
220210,12981,0,2,0,0
220210,13009,0,3,0,0
220210,13037,0,0,0,4
220210,13048,1,0,0,0
220210,13055,0,1,0,0
220210,13059,0,1,0,0
220210,13079,0,1,0,0
220210,13080,0,1,0,0
220210,13082,0,0,0,0
220210,13083,0,0,0,0
220210,13086,3,0,0,0
220210,13087,1,0,0,0
220210,13088,1,0,0,0
220210,13089,0,0,0,0
220210,13090,0,0,0,0
220210,13093,0,0,0,0
220210,13097,0,0,0,0
220210,13100,0,0,0,0
220210,13110,0,1,2,0
220210,13138,0,0,0,0
220210,13146,0,1,0,0
220211,12792,2,0,0,0
220211,12793,2,0,0,0
220211,12813,1,0,0,0
220211,12872,1,0,0,0
220211,12877,0,0,0,1
220211,12895,0,1,0,0
220211,12934,0,0,0,0
220211,12937,0,0,0,0
220211,12948,0,2,0,0
220211,12963,0,3,0,1
220211,12983,2,0,0,0
220211,12990,1,1,0,0
220211,13003,0,0,0,0
220211,13018,1,0,0,0
220211,13022,0,0,0,1
220211,13023,1,0,0,0
220211,13033,0,0,2,0
220211,13044,0,0,0,0
220211,13046,0,2,0,0
220211,13058,1,1,0,0
220211,13059,0,0,0,0
220211,13066,1,0,0,0
220211,13105,1,2,0,0
220211,13106,0,3,0,0
220211,13107,0,4,0,0
220211,13112,0,1,0,0
220211,13138,1,0,0,0
220212,12796,0,0,0,0
220212,12817,1,0,0,0
220212,12888,3,0,0,0
220212,12892,1,0,0,0
220212,12919,2,0,0,0
220212,12920,1,0,0,0
220212,12921,2,0,0,0
220212,12926,0,0,0,0
220212,12927,0,0,0,0
220212,12940,0,0,0,0
220212,12981,1,1,0,0
220212,13034,0,1,0,0
220212,13108,0,0,0,0
220212,13125,1,0,0,0
220212,13138,0,0,0,0
225002,12788,0,0,0,0
225002,12793,0,0,0,0
225002,12795,0,0,0,0
225002,12797,0,0,0,0
225002,12800,0,0,0,0
225002,12814,0,1,0,0
225002,12862,0,0,0,0
225002,12863,0,0,0,0
225002,12864,0,0,0,0
225002,12891,0,0,0,0
225002,12947,0,0,0,1
225002,12961,2,0,0,0
225002,13027,1,0,0,0
225002,13029,0,0,0,0
225002,13030,0,0,0,0
225002,13033,0,0,0,0
225002,13037,0,0,0,0
225002,13040,0,0,0,0
225002,13041,0,0,0,0
225002,13042,0,0,0,0
225002,13063,0,0,0,0
225002,13065,0,0,0,0
225002,13096,0,0,0,0
225002,13100,1,0,0,0
225002,13127,0,0,0,0
225002,13128,0,0,0,1
225002,13145,1,0,0,0
225020,13102,1,0,0,0
225020,13108,0,0,0,0
225020,13138,0,1,0,0
225070,13111,3,0,0,0
225070,13115,0,0,0,1
225070,13117,0,0,0,1
225070,13120,0,0,0,0
225070,13123,2,0,0,0
225070,13130,2,0,2,1
225070,13132,0,0,0,2
225090,12842,0,0,0,0
225100,12871,0,0,0,2
225100,13034,0,0,0,1
225140,13119,0,0,0,0
225210,12878,0,0,0,0
225211,12858,0,2,0,0
225212,12811,2,0,0,0
225220,12964,0,0,0,0
225220,13009,0,0,0,1
225220,13029,0,0,0,0
225220,13045,1,0,0,0
225220,13138,0,1,0,0
225223,13045,0,0,0,0
230002,12859,1,0,0,0
230002,12925,0,0,0,0
230002,12927,0,1,0,0
230002,12931,0,0,0,0
230002,12934,0,0,0,0
230002,12935,0,0,0,0
230002,12936,0,0,0,0
230002,12940,0,0,0,0
230002,12942,1,0,0,0
230002,12943,1,0,0,0
230002,12949,0,0,0,0
230002,12950,0,0,0,0
230002,12984,0,0,0,0
230002,12996,1,0,0,0
230002,13006,0,0,0,0
230002,13022,0,0,0,0
230002,13033,0,0,0,0
230002,13051,0,0,0,0
230002,13054,1,0,0,0
230002,13055,0,0,0,0
230002,13061,0,1,0,0
230002,13066,0,0,0,0
230002,13073,1,1,0,0
230002,13074,1,0,0,0
230002,13079,1,0,0,0
230002,13085,0,0,0,0
230002,13090,0,0,0,0
230002,13097,0,0,0,0
230002,13100,0,0,0,0
230002,13102,0,0,0,0
230002,13108,0,0,0,0
230002,13109,0,0,0,0
230002,13110,0,0,0,0
230002,13112,0,0,0,0
230002,13114,0,0,0,0
230002,13115,0,0,0,0
230002,13116,0,0,0,0
230002,13117,1,0,0,0
230002,13118,0,0,0,0
230002,13119,1,0,0,0
230002,13120,0,0,0,0
230002,13121,0,0,0,0
230020,12850,1,0,0,0
230020,12856,0,2,0,0
230020,12863,0,0,0,1
230020,12875,1,0,0,0
230020,12891,0,1,0,0
230020,12907,0,1,0,0
230020,12937,0,0,0,0
230020,13021,0,0,0,0
230020,13033,0,0,0,0
230020,13061,0,0,0,0
230020,13065,0,0,0,0
230040,12853,0,0,0,0
230040,12942,0,0,0,0
230040,13053,0,0,0,0
230040,13054,1,0,0,0
230040,13058,0,0,0,0
230040,13075,0,0,0,0
230040,13101,0,0,0,0
230040,13104,0,0,0,0
230040,13107,0,0,0,0
230040,13108,0,0,0,0
230040,13128,0,0,0,0
230070,12855,0,0,0,0
230070,12929,0,0,0,0
230070,12957,0,0,0,1
230070,12958,0,0,0,1
230070,12960,0,0,0,0
230070,13010,0,0,0,0
230070,13074,0,0,1,0
230070,13097,1,0,0,0
230070,13130,0,0,0,0
230070,13133,1,0,0,0
230090,12943,2,0,0,0
230090,13023,1,0,0,0
230090,13074,0,0,0,0
230092,13112,0,0,0,0
230094,13017,0,0,0,1
230094,13075,1,0,0,0
230094,13112,0,0,0,0
230100,12949,0,0,0,0
230100,12951,0,0,0,1
230100,13040,1,0,0,0
230100,13123,0,0,0,1
230101,12946,0,1,0,0
230130,12825,1,0,0,0
230130,13035,1,0,0,0
230130,13039,0,0,0,0
230130,13086,1,0,0,0
230130,13107,1,0,0,0
230135,13074,0,0,1,0
230135,13124,0,1,0,0
230140,12983,2,0,0,0
230140,13011,1,0,0,0
230140,13012,0,1,0,0
230140,13039,0,0,0,0
230140,13040,0,0,0,0
230140,13074,1,0,0,0
230140,13076,0,0,0,0
230145,13063,0,0,0,0
230150,12983,2,0,0,0
230155,12850,0,0,0,0
230155,12851,0,0,0,0
230155,12948,0,0,0,1
230155,13035,0,1,0,0
230155,13070,0,0,0,0
230155,13073,0,0,0,0
230155,13074,0,0,1,0
230155,13096,1,0,0,0
230160,12983,3,0,0,0
230160,12989,0,0,0,0
230160,13033,1,0,0,0
230160,13036,0,0,0,0
230160,13070,1,0,0,0
230160,13071,1,0,0,0
230160,13072,1,0,0,0
230160,13074,0,0,1,0
230160,13080,0,0,0,0
230160,13130,0,0,0,0
230165,12983,2,0,0,0
230200,12809,0,0,0,0
230200,12874,1,0,0,0
230200,12886,0,0,0,0
230200,12920,0,1,0,0
230200,12950,0,0,0,0
230200,12951,0,0,0,0
230200,12953,0,1,0,0
230200,12973,0,0,0,0
230200,12981,0,0,0,0
230200,12984,0,0,0,0
230200,12995,0,0,0,2
230200,13031,0,0,0,0
230200,13033,0,0,0,0
230200,13048,0,0,0,0
230200,13093,0,0,0,1
230200,13112,1,0,0,0
230200,13115,0,0,0,0
230200,13118,1,1,0,0
230200,13121,0,0,0,0
230205,13090,0,0,0,0
230205,13116,0,1,0,0
230210,12817,0,0,0,0
230210,13012,0,0,0,0
230210,13013,0,0,0,0
230210,13014,0,0,0,0
230210,13032,0,0,0,0
230210,13058,1,0,0,0
230210,13102,0,0,0,0
230211,12791,0,0,0,0
230211,12937,0,0,0,0
230211,13047,0,0,0,0
230211,13076,0,0,0,0
230211,13077,0,0,0,0
230211,13080,0,1,0,0
230211,13087,0,0,0,0
230211,13100,0,0,0,0
230211,13118,0,0,0,0
230211,13119,0,0,0,0
230211,13123,0,1,0,0
230211,13135,0,0,0,0
230211,13137,0,0,0,0
230212,13042,0,0,0,0
230212,13055,0,0,0,0
230212,13108,0,0,0,0
230220,12794,0,0,0,0
230220,12795,1,0,0,0
230220,12804,0,0,0,0
230220,12806,0,0,0,0
230220,12807,0,0,0,0
230220,12808,0,0,0,0
230220,12822,0,0,0,0
230220,12842,0,0,0,1
230220,12851,0,0,0,0
230220,12893,0,1,0,0
230220,12909,0,0,0,1
230220,12911,1,0,0,1
230220,12918,0,0,0,0
230220,12943,0,0,0,0
230220,12948,1,0,1,1
230220,12963,0,1,0,0
230220,12971,0,0,0,0
230220,12972,0,0,0,2
230220,12982,0,0,0,0
230220,12990,0,1,0,2
230220,12994,0,1,0,0
230220,12997,0,0,0,0
230220,13009,0,1,0,0
230220,13019,1,0,0,0
230220,13021,0,0,0,0
230220,13033,0,0,0,0
230220,13036,0,1,0,0
230220,13047,0,0,0,0
230220,13052,0,0,0,0
230220,13058,2,1,0,0
230220,13061,1,0,0,0
230220,13064,0,0,0,0
230220,13065,0,0,0,0
230220,13066,0,0,0,0
230220,13070,0,0,0,0
230220,13101,0,0,0,0
230220,13103,0,0,0,1
230220,13108,1,0,0,0
230220,13118,0,0,0,0
230220,13130,0,0,0,1
230220,13137,0,0,0,1
230225,13000,0,0,0,0
230225,13003,0,0,0,0
232040,13080,0,0,0,0
235002,12870,0,0,0,0
235002,12925,0,0,0,0
235002,12931,0,0,0,0
235002,12934,1,0,0,0
235002,12935,1,0,0,0
235002,13073,2,2,0,0
235020,12849,0,1,0,0
235020,12891,0,2,0,0
235070,13049,0,0,0,0
235095,12943,0,0,0,0
235140,12912,1,0,0,0
235140,12934,0,0,0,0
235140,12982,0,0,0,0
235140,12983,0,0,0,0
235140,12986,0,0,0,0
235160,13070,1,0,0,0
235160,13071,1,0,0,0
235200,12910,0,0,0,0
235200,12927,0,0,0,0
235200,12929,1,0,0,0
235200,13004,0,0,0,0
235200,13005,0,0,0,0
235200,13053,1,0,0,0
235200,13078,0,0,0,0
235200,13079,0,0,0,0
235200,13130,0,0,0,0
235210,12817,0,0,0,0
235210,13093,0,0,0,0
235211,12828,0,0,0,1
235211,12943,0,0,0,0
235211,12947,0,0,0,0
235211,13059,1,0,0,0
235212,13059,0,0,0,0
235220,12799,0,0,0,0
235220,12804,0,0,0,0
235220,12807,0,0,0,0
235220,12910,1,0,0,0
235220,12918,0,0,0,0
235220,12963,0,1,0,0
235220,12972,0,0,0,0
235220,12997,0,0,0,0
235220,13007,0,0,0,1
235220,13055,0,0,0,0
235220,13103,0,0,0,0
235225,12974,0,0,0,0
235230,12804,0,0,0,0
235230,12807,0,0,0,0
235230,12817,0,0,0,0
235230,12918,0,0,0,0
235230,12969,0,0,0,0
235230,12972,0,0,0,0
235230,12997,0,0,0,0
235230,13058,0,0,0,0
235230,13068,1,0,0,0
255002,12793,0,0,0,0
255002,12795,0,0,0,0
255002,12808,0,0,0,0
255002,12809,1,0,0,0
255002,12816,0,0,0,0
255002,12817,0,0,0,0
255002,12821,0,0,0,0
255002,12823,0,0,0,0
255002,12829,0,0,0,0
255002,12865,0,0,0,0
255002,12866,0,0,0,0
255002,12869,0,0,0,0
255002,12873,1,0,0,0
255002,12877,0,0,0,0
255002,12884,0,0,0,0
255002,12892,1,0,0,0
255002,12894,1,0,0,0
255002,12897,0,0,0,0
255002,12905,3,1,0,0
255002,12908,0,0,0,0
255002,12910,0,0,0,0
255002,12911,1,0,0,0
255002,12912,0,0,0,0
255002,12913,0,0,0,0
255002,12914,1,0,0,0
255002,12915,0,0,0,1
255002,12921,0,0,0,0
255002,12925,1,0,0,0
255002,12927,0,1,0,0
255002,12928,0,1,0,0
255002,12929,1,0,0,0
255002,12930,0,0,0,0
255002,12931,0,0,0,0
255002,12932,0,0,0,0
255002,12933,0,0,0,0
255002,12937,0,1,0,0
255002,12943,1,0,0,0
255002,12947,0,0,0,0
255002,12948,0,0,0,0
255002,12949,0,0,0,0
255002,12950,0,0,0,0
255002,12952,0,0,0,0
255002,12956,1,0,0,0
255002,12971,1,0,0,0
255002,12972,1,0,0,0
255002,12978,0,0,0,0
255002,12981,1,0,0,0
255002,12984,0,0,0,0
255002,12991,1,0,0,0
255002,12997,0,1,0,0
255002,12999,3,0,0,0
255002,13003,0,0,0,0
255002,13004,0,0,0,0
255002,13005,0,0,0,0
255002,13006,0,0,0,0
255002,13007,0,0,0,0
255002,13011,0,0,0,0
255002,13012,0,0,0,0
255002,13015,0,0,0,0
255002,13016,0,0,0,0
255002,13020,0,0,0,0
255002,13024,0,0,0,0
255002,13025,0,0,0,0
255002,13026,0,0,0,0
255002,13028,0,0,0,0
255002,13030,0,0,0,0
255002,13033,0,0,0,0
255002,13037,0,0,0,0
255002,13039,0,2,0,0
255002,13041,0,0,0,0
255002,13046,0,2,0,0
255002,13047,0,0,0,0
255002,13049,0,0,0,0
255002,13055,1,0,0,0
255002,13059,0,0,0,0
255002,13061,1,0,0,0
255002,13067,2,0,0,0
255002,13071,0,0,0,0
255002,13072,0,0,0,0
255002,13093,0,0,0,0
255002,13094,0,0,0,0
255002,13097,0,0,0,1
255002,13098,0,0,0,0
255002,13102,0,1,0,0
255002,13108,0,0,0,0
255002,13109,0,0,0,0
255002,13110,0,0,0,0
255002,13112,0,0,0,0
255002,13114,0,0,0,0
255002,13115,0,0,0,0
255002,13118,0,0,0,0
255002,13119,0,0,0,0
255002,13121,0,0,0,0
255002,13122,0,0,0,0
255002,13128,0,0,0,0
255002,13137,1,0,0,0
255002,13142,0,0,0,0
255020,12819,1,0,0,0
255020,12937,0,0,0,0
255020,12948,0,0,0,0
255020,12951,0,0,0,0
255020,12952,0,0,0,0
255020,13033,0,0,0,0
255051,12901,1,0,0,0
255070,12948,0,0,0,0
255070,13082,1,0,0,2
255100,12849,0,0,0,1
255100,12912,0,0,0,2
255100,12920,0,0,0,1
255100,12981,0,0,0,2
255100,13003,0,0,1,0
255100,13058,0,0,0,0
255100,13059,0,0,0,0
255100,13061,0,0,0,0
255100,13062,0,0,0,0
255100,13063,0,0,0,0
255100,13065,0,0,0,0
255100,13082,0,0,0,0
255101,13005,0,0,0,1
255140,13037,0,0,0,0
255140,13038,0,0,0,0
255140,13044,0,0,0,0
255140,13107,0,0,0,0
255140,13108,0,0,0,0
255140,13111,1,0,0,0
255145,13107,1,0,0,0
255155,12949,1,0,0,0
255155,13065,0,0,1,0
255160,13019,1,0,0,0
255160,13090,0,0,0,1
255160,13114,0,0,0,1
255200,12793,0,0,0,0
255200,12815,0,0,0,0
255200,12865,0,0,0,0
255200,12869,0,0,0,0
255200,12873,0,0,0,0
255200,12877,0,0,0,0
255200,12897,0,0,0,0
255200,12900,0,0,0,2
255200,12908,0,0,0,0
255200,12910,0,0,0,0
255200,12912,0,0,0,0
255200,12913,0,0,0,0
255200,12914,1,0,0,0
255200,12925,0,0,0,0
255200,12927,0,0,0,0
255200,12928,0,0,2,0
255200,12929,0,0,2,0
255200,12930,0,0,0,0
255200,12931,0,0,0,0
255200,12932,1,0,0,0
255200,12933,0,0,0,0
255200,12947,0,0,0,0
255200,12948,0,0,0,0
255200,12949,0,0,0,0
255200,12950,1,0,0,0
255200,12955,0,1,0,0
255200,12960,0,0,0,0
255200,12962,0,0,0,1
255200,12970,1,0,0,0
255200,12983,0,0,0,0
255200,12984,0,0,0,0
255200,13003,0,0,0,0
255200,13004,0,0,0,0
255200,13005,0,0,0,0
255200,13006,0,0,0,0
255200,13007,0,0,0,0
255200,13011,0,0,0,0
255200,13012,0,0,0,0
255200,13020,0,0,0,0
255200,13024,0,0,0,0
255200,13030,0,0,0,0
255200,13031,0,0,0,1
255200,13033,0,0,0,0
255200,13034,0,0,0,3
255200,13035,0,0,0,0
255200,13041,0,0,0,0
255200,13042,1,0,0,0
255200,13054,0,0,0,0
255200,13060,0,0,0,2
255200,13067,0,0,0,0
255200,13071,0,0,0,0
255200,13072,0,1,0,0
255200,13083,0,0,0,0
255200,13088,0,0,0,0
255200,13097,0,0,0,0
255200,13114,0,0,0,0
255200,13119,0,0,0,1
255200,13121,1,0,0,0
255200,13145,1,0,0,0
255205,12962,1,0,0,3
255205,12964,0,0,0,1
255205,13097,0,0,0,0
255210,12866,0,0,0,0
255210,12967,0,0,0,0
255210,12981,1,0,0,0
255210,13025,1,0,0,0
255210,13026,1,0,0,0
255210,13046,0,0,0,0
255210,13079,0,1,0,0
255210,13080,0,1,0,0
255210,13087,0,0,1,0
255210,13088,0,0,0,0
255210,13090,0,1,0,0
255210,13093,0,0,0,0
255210,13094,0,0,0,0
255210,13097,0,0,0,0
255210,13099,0,0,0,0
255210,13133,0,0,0,0
255210,13136,0,0,0,0
255210,13138,0,0,0,0
255211,12789,0,2,0,0
255211,12937,0,0,0,0
255211,12961,0,0,0,0
255211,12969,1,0,0,0
255211,13018,0,0,0,1
255211,13021,0,0,0,1
255211,13044,0,0,0,0
255211,13093,0,0,0,0
255211,13134,1,0,0,0
255211,13138,0,0,0,0
255212,12921,1,0,0,0
255212,12982,1,0,0,0
255212,12998,0,1,0,0
255212,13097,0,0,0,0
255212,13138,0,0,0,0
255220,12793,0,0,0,0
255220,12815,0,0,0,0
255220,12816,0,0,0,0
255220,12817,0,0,0,0
255220,12852,0,1,0,0
255220,12866,0,0,0,0
255220,12867,0,1,0,0
255220,12869,0,0,0,0
255220,12877,0,0,0,0
255220,12897,0,0,0,0
255220,12907,0,0,0,0
255220,12908,0,0,0,0
255220,12909,1,0,0,0
255220,12910,0,0,0,0
255220,12911,1,0,0,0
255220,12913,1,0,0,0
255220,12914,1,0,0,0
255220,12915,1,0,0,0
255220,12918,0,0,0,0
255220,12919,0,1,0,0
255220,12920,0,0,0,0
255220,12921,4,1,0,0
255220,12922,0,0,0,0
255220,12925,0,0,0,0
255220,12927,2,0,0,0
255220,12929,0,0,0,0
255220,12932,0,0,0,0
255220,12933,0,0,0,0
255220,12934,0,0,0,0
255220,12947,0,0,0,0
255220,12948,0,0,0,0
255220,12949,0,0,0,0
255220,12950,2,0,0,0
255220,12952,0,0,0,0
255220,12958,1,0,0,0
255220,12959,0,0,0,0
255220,12963,0,1,0,0
255220,12964,0,1,0,0
255220,12967,0,0,0,0
255220,12973,0,0,0,0
255220,12974,0,0,0,0
255220,12975,4,2,0,1
255220,12977,0,1,0,0
255220,12978,0,0,0,1
255220,12981,1,0,0,0
255220,12983,1,0,0,0
255220,12984,0,0,0,0
255220,13000,0,1,0,0
255220,13003,0,0,0,0
255220,13004,0,1,0,0
255220,13005,0,0,0,0
255220,13006,0,0,0,0
255220,13007,0,0,0,0
255220,13011,0,0,0,0
255220,13013,0,0,0,0
255220,13017,0,0,0,1
255220,13020,0,0,0,0
255220,13024,1,0,0,0
255220,13030,0,0,0,0
255220,13032,0,2,0,0
255220,13033,0,2,0,0
255220,13034,0,0,0,2
255220,13035,0,0,0,0
255220,13039,0,0,0,0
255220,13041,0,1,0,0
255220,13052,0,0,0,0
255220,13053,1,0,0,0
255220,13058,0,1,0,0
255220,13059,0,1,0,0
255220,13060,0,0,0,0
255220,13062,1,0,0,0
255220,13065,1,0,0,0
255220,13066,0,0,0,0
255220,13067,1,0,0,0
255220,13068,1,0,0,0
255220,13069,0,0,0,0
255220,13070,0,2,0,0
255220,13072,0,0,0,0
255220,13074,0,0,0,0
255220,13076,1,0,0,0
255220,13080,0,0,0,0
255220,13081,1,0,0,0
255220,13082,0,0,0,0
255220,13084,0,1,0,0
255220,13086,0,0,0,1
255220,13087,1,0,0,0
255220,13088,0,0,0,0
255220,13091,0,0,0,0
255220,13096,0,0,0,0
255220,13097,0,0,0,0
255220,13099,0,0,0,0
255220,13100,3,0,0,0
255220,13101,2,0,0,0
255220,13102,3,0,0,0
255220,13106,0,0,0,0
255220,13107,0,0,0,0
255220,13108,0,0,0,0
255220,13114,0,1,0,0
255220,13116,2,1,0,0
255220,13119,0,0,0,0
255220,13122,0,0,0,0
255220,13123,1,0,0,0
255220,13124,1,0,0,1
255220,13126,0,0,0,0
255220,13129,0,0,0,1
255220,13138,0,0,0,0
255225,13044,1,0,0,0
255230,12806,0,0,0,0
255230,12913,0,0,0,1
255230,12914,1,0,0,0
255230,12920,0,0,0,0
255230,12937,0,0,0,0
255230,12955,0,0,0,0
255230,12956,0,0,0,0
255230,12983,0,0,2,0
255230,13033,0,0,0,0
255230,13042,0,0,0,0
255230,13098,2,0,0,0
255230,13114,1,0,0,0
255230,13118,0,0,0,0
255230,13125,0,0,0,0
255230,13135,0,0,0,0
290002,12807,0,1,0,0
290002,12808,0,0,0,0
