dyadid,time,ver_coop,ver_conflict,mat_coop,mat_conflict
101095,13003,0,1,0,0
101095,13061,1,0,0,0
101095,13067,0,0,0,0
101095,13108,0,0,0,0
101095,13109,0,0,0,0
101100,12819,0,1,0,0
101100,12860,0,0,1,1
101100,12873,1,0,0,0
101100,12935,1,0,0,0
101100,12956,1,0,0,1
101100,12957,0,1,0,0
101100,12964,0,0,0,2
101100,12965,0,0,0,1
101100,12974,0,0,1,0
101100,12983,0,0,0,0
101100,12997,0,0,0,0
101100,13000,2,0,0,0
101100,13003,1,0,0,0
101100,13004,0,0,0,0
101100,13005,0,0,0,0
101100,13011,0,0,0,0
101100,13017,0,0,0,0
101100,13023,0,0,0,0
101100,13026,0,0,0,0
101100,13031,0,0,0,0
101100,13032,0,0,0,0
101100,13034,0,1,0,1
101100,13036,0,0,0,0
101100,13067,0,0,0,1
101100,13076,0,0,0,1
101100,13078,0,0,0,0
101100,13081,1,1,0,0
101100,13082,0,1,0,0
101100,13083,0,1,0,2
101100,13084,1,0,0,1
101100,13086,0,1,0,3
101100,13087,2,0,0,0
101100,13089,0,1,0,1
101100,13090,0,0,0,0
101100,13091,0,0,0,0
101100,13095,0,0,0,0
101100,13096,0,0,0,1
101100,13097,0,0,0,1
101100,13098,1,0,0,0
101100,13100,1,0,0,0
101100,13101,0,0,0,0
101100,13103,0,0,0,0
101100,13106,0,1,0,0
101100,13108,0,0,0,0
101100,13109,0,0,0,0
101100,13114,1,1,0,0
101100,13115,1,0,0,0
101100,13122,2,0,0,0
101100,13130,0,0,0,1
101100,13135,0,0,0,1
101100,13136,2,0,0,1
101100,13139,0,0,0,1
110002,12839,0,0,0,0
110002,12882,1,0,0,0
110020,13036,0,0,0,0
110020,13074,0,0,0,0
110040,12994,0,0,0,0
110040,13003,0,0,0,0
110100,13121,0,0,0,0
110100,13122,0,0,0,0
110101,13016,1,0,0,0
110101,13019,0,1,0,0
110101,13021,0,0,1,0
110101,13070,1,0,0,0
110101,13076,0,0,0,0
115040,12970,0,0,0,0
115040,13100,0,0,0,0
115101,13111,0,0,0,0
130002,12819,0,0,0,0
130002,12823,1,0,0,0
130002,12825,1,0,0,0
130002,12923,0,0,0,1
130002,12956,0,0,0,0
130002,12982,0,0,0,0
130002,13025,1,0,0,0
130002,13026,1,0,0,0
130002,13040,1,0,0,0
130002,13041,0,0,0,0
130040,12949,0,0,0,0
130040,12994,0,0,0,0
130040,13017,1,0,0,0
130040,13040,1,0,0,0
130052,13027,1,0,0,0
130070,13032,0,0,0,0
130094,13068,0,0,0,0
130094,13069,0,0,0,0
130094,13070,2,0,0,0
130094,13071,0,0,0,0
130094,13072,0,0,0,0
130094,13073,1,0,0,0
130094,13110,0,0,0,0
130094,13115,1,0,0,0
130095,13030,0,0,0,0
130095,13054,0,0,0,0
130100,12950,0,0,0,0
130100,12983,0,0,0,0
130100,12985,0,0,0,0
130100,13002,0,0,0,0
130100,13004,0,2,0,0
130100,13005,1,0,0,0
130100,13026,0,0,0,0
130100,13030,0,0,0,0
130100,13031,0,0,0,0
130100,13032,0,0,0,0
130100,13036,0,0,0,0
130100,13037,0,0,0,0
130100,13039,0,0,0,1
130100,13068,0,0,0,1
130100,13070,0,0,0,0
130100,13101,0,0,0,0
130100,13121,0,0,0,0
130100,13122,0,0,0,0
130101,12983,0,0,0,0
130101,13023,0,0,0,0
130101,13027,0,0,0,0
130101,13031,0,0,0,0
130101,13032,0,0,0,0
130101,13101,0,0,0,0
130101,13136,0,0,0,0
130110,13121,0,0,0,0
130110,13122,0,0,0,0
135002,12806,0,0,0,0
135002,12852,0,0,1,0
135002,12904,0,0,0,1
135002,12942,0,0,0,1
135002,12950,1,0,0,0
135002,13011,0,0,0,0
135002,13012,0,0,0,0
135002,13024,0,0,0,0
135002,13028,0,0,0,1
135002,13044,0,0,0,0
135002,13056,0,0,0,1
135002,13057,0,0,0,0
135002,13070,0,0,0,0
135002,13094,0,0,1,0
135002,13107,0,0,0,0
135002,13122,1,0,0,2
135002,13123,2,0,0,0
135002,13124,0,1,0,2
135002,13125,0,0,0,2
135002,13126,0,1,0,0
135002,13127,0,1,0,1
135002,13129,0,0,0,1
135002,13130,0,0,0,1
135002,13132,1,0,0,0
135002,13136,0,0,0,1
135002,13137,0,0,0,1
135002,13139,1,1,0,0
135002,13140,0,0,0,1
135002,13141,1,1,0,0
135040,13081,1,0,1,0
135070,13042,0,0,0,0
